KTSN,NO,관리분류군,Phylum(Name),Phylum(국명),Class(Name),Class(국명),Order(Name),Order(국명),Family(Name),Family(국명),Genus(Name),Genus(국명),Species(Name),Species(국명),학명,대표국명,명명자,명명년도,특성
1.20E+11,1,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Bovidae,소과,Naemorhedus,산양속,caudatus,산양,Naemorhedus caudatus,산양,(Milne-Edwards),-1867,
1.20E+11,2,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Cervidae,사슴과,Capreolus,노루속,pygargus,노루,Capreolus pygargus,노루,(Pallas),-1771,
1.20E+11,3,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Cervidae,사슴과,Cervus,사슴속,elaphus,말사슴,Cervus elaphus,말사슴,Linnaeus,1758,
1.20E+11,4,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Cervidae,사슴과,Cervus,사슴속,nippon,꽃사슴,Cervus nippon hortulorum,대륙사슴,,,
1.20E+11,5,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Cervidae,사슴과,Hydropotes,고라니속,inermis,고라니,Hydropotes inermis,고라니,Swinhoe,1870,
1.20E+11,6,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Moschidae,사향노루과,Moschus,사향노루속,moschiferus,사향노루,Moschus moschiferus,사향노루,Linnaeus,1758,
1.20E+11,7,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Artiodactyla,우제목,Suidae,멧돼지과,Sus,멧돼지속,scrofa,멧돼지,Sus scrofa,멧돼지,Linnaeus,1758,
1.20E+11,8,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Canidae,개과,Canis,개속,lupus,늑대,Canis lupus coreanus,늑대,,,
1.20E+11,9,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Canidae,개과,Cuon,승냥이속,alpinus,승냥이,Cuon alpinus,승냥이,(Pallas),-1811,
1.20E+11,10,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Canidae,개과,Nyctereutes,너구리속,procyonoides,너구리,Nyctereutes procyonoides,너구리,(Gray),-1834,
1.20E+11,11,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Canidae,개과,Vulpes,여우속,vulpes,여우,Vulpes vulpes peculiosa,여우,,,
1.20E+11,12,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Felidae,고양이과,Lynx,스라소니속,lynx,스라소니,Lynx lynx,스라소니,(Linnaeus),-1758,
1.20E+11,13,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Felidae,고양이과,Panthera,표범속,pardus,표범,Panthera pardus orientalis,표범,,,
1.20E+11,14,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Felidae,고양이과,Panthera,표범속,tigris,호랑이,Panthera tigris altaica,호랑이,,,
1.20E+11,15,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Felidae,고양이과,Prionailurus,삵속,bengalensis,삵,Prionailurus bengalensis,삵,(Kerr),-1792,
1.20E+11,16,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Lutra,수달속,lutra,수달,Lutra lutra,수달,(Linnaeus),-1758,
1.20E+11,17,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Martes,담비속,flavigula,담비,Martes flavigula,담비,(Boddaert),-1785,
1.20E+11,18,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Martes,담비속,melampus,산달,Martes melampus,산달,(Wagner),-1840,
1.20E+11,19,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Martes,담비속,zibellina,검은담비,Martes zibellina,검은담비,(Linnaeus),-1758,
1.20E+11,20,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Meles,오소리속,leucurus,오소리,Meles leucurus,오소리,(Hodgson),-1847,
1.20E+11,21,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Mustela,족제비속,altaica,고산족제비,Mustela altaica,고산족제비,Pallas,1811,
1.20E+11,22,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Mustela,족제비속,nivalis,무산쇠족제비,Mustela nivalis,무산쇠족제비,Linnaeus,1766,
1.20E+11,23,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Mustelidae,족제비과,Mustela,족제비속,sibirica,족제비,Mustela sibirica,족제비,Pallas,1773,
1.20E+11,24,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Otariidae,바다사자과,Callorhinus,물개속,ursinus,물개,Callorhinus ursinus,물개,(Linnaeus),1758,
1.20E+11,25,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Otariidae,바다사자과,Eumetopias,큰바다사자속,jubatus,큰바다사자,Eumetopias jubatus,큰바다사자,(Schreber),-1776,
1.20E+11,26,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Otariidae,바다사자과,Zalophus,바다사자속,japonicus,바다사자,Zalophus japonicus,바다사자,(Peters),-1866,
1.20E+11,27,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Phocidae,물범과,Histriophoca,흰띠박이물범속,fasciata,흰띠박이물범,Histriophoca fasciata,흰띠박이물범,(Zimmermann),-1783,
1.20E+11,28,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Phocidae,물범과,Phoca,물범속,largha,물범,Phoca largha,물범,Pallas,1811,
1.20E+11,29,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Phocidae,물범과,Pusa,고리무늬물범속,hispida,고리무늬물범,Pusa hispida,고리무늬물범,(Schreber),-1775,
1.20E+11,30,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Ursidae,곰과,Ursus,곰속,arctos,불곰,Ursus arctos,불곰,Linnaeus,1758,
1.20E+11,31,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Carnivora,식육목,Ursidae,곰과,Ursus,곰속,thibetanus,반달가슴곰,Ursus thibetanus ussuricus,반달가슴곰,,,
1.20E+11,32,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenidae,긴수염고래과,Eubalaena,북방긴수염고래속,japonica,북태평양참고래,Eubalaena japonica,북태평양참고래,(Lacépède),-1818,
1.20E+11,33,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenopteridae,수염고래과,Balaenoptera,수염고래속,acutorostrata,밍크고래,Balaenoptera acutorostrata,밍크고래,Lacépède,1804,
1.20E+11,34,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenopteridae,수염고래과,Balaenoptera,수염고래속,borealis,보리고래,Balaenoptera borealis,보리고래,Lesson,1828,
1.20E+11,35,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenopteridae,수염고래과,Balaenoptera,수염고래속,edeni,브라이드고래,Balaenoptera edeni,브라이드고래,Anderson,1879,
1.20E+11,36,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenopteridae,수염고래과,Balaenoptera,수염고래속,musculus,흰긴수염고래,Balaenoptera musculus,흰긴수염고래,(Linnaeus),-1758,
1.20E+11,37,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenopteridae,수염고래과,Balaenoptera,수염고래속,physalus,긴수염고래,Balaenoptera physalus,긴수염고래,(Linnaeus),-1758,
1.20E+11,38,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Balaenopteridae,수염고래과,Megaptera,혹등고래속,novaeangliae,혹등고래,Megaptera novaeangliae,혹등고래,(Borowski),-1781,
1.20E+11,39,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Delphinus,돌고래속,capensis,돌고래,Delphinus capensis,돌고래,Gray,1828,
1.20E+11,40,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Delphinus,돌고래속,delphis,참돌고래,Delphinus delphis,참돌고래,Linnaeus,1758,
1.20E+11,41,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Feresa,들고양이고래속,attenuata,들고양이고래,Feresa attenuata,들고양이고래,Gray,1874,
1.20E+11,42,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Globicephala,들쇠고래속,macrorhynchus,들쇠고래,Globicephala macrorhynchus,들쇠고래,Gray,1846,
1.20E+11,43,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Grampus,큰머리돌고래속,griseus,큰머리돌고래,Grampus griseus,큰머리돌고래,(G. Cuvier),-1812,
1.20E+11,44,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Lagenorhynchus,낫돌고래속,obliquidens,곱등어,Lagenorhynchus obliquidens,곱등어,Gill,1865,
1.20E+11,45,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Lissodelphis,고추돌고래속,borealis,고추돌고래,Lissodelphis borealis,고추돌고래,(Peale),-1848,
1.20E+11,46,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Orcinus,범고래속,orca,범고래,Orcinus orca,범고래,(Linnaeus),-1758,
1.20E+11,47,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Peponocephala,고양이고래속,electra,고양이고래,Peponocephala electra,고양이고래,(Gray),-1846,
1.20E+11,48,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Pseudorca,흑범고래속,crassidens,흑범고래,Pseudorca crassidens,흑범고래,(Owen),-1846,
1.20E+11,49,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Stenella,점박이돌고래속,attenuata,알락물돼지,Stenella attenuata,알락물돼지,(Gray),-1846,
1.20E+11,50,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Stenella,점박이돌고래속,coeruleoalba,줄박이돌고래,Stenella coeruleoalba,줄박이돌고래,(Meyen),-1833,
1.20E+11,51,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Stenella,점박이돌고래속,longirostris,긴부리돌고래,Stenella longirostris,긴부리돌고래,(Gray),-1828,
1.20E+11,52,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Steno,뱀머리돌고래속,bredanensis,뱀머리돌고래,Steno bredanensis,뱀머리돌고래,(G.Cuvier in Lesson),-1828,
1.20E+11,53,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Tursiops,큰돌고래속,aduncus,남방큰돌고래,Tursiops aduncus,남방큰돌고래,(Ehrenberg),-1833,
1.20E+11,54,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Delphinidae,돌고래과,Tursiops,큰돌고래속,truncatus,큰돌고래,Tursiops truncatus,큰돌고래,(Montagu),-1821,
1.20E+11,55,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Eschrichtiidae,쇠고래과,Eschrichtius,쇠고래속,robustus,쇠고래,Eschrichtius robustus,쇠고래,(Lilljeborg),-1861,
1.20E+11,56,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Monodontidae,일각고래과,Delphinapterus,흰돌고래속,leucas,흰돌고래,Delphinapterus leucas,흰돌고래,(Pallas),-1776,
1.20E+11,57,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Phocoenidae,쇠돌고래과,Neophocaena,쇠물돼지속,asiaeorientalis,상괭이,Neophocaena asiaeorientalis,상괭이,(Pilleri & Gihr),-1972,
1.20E+11,58,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Phocoenidae,쇠돌고래과,Phocoena,쇠돌고래속,phocoena,쇠돌고래,Phocoena phocoena,쇠돌고래,(Linnaeus),-1758,
1.20E+11,59,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Phocoenidae,쇠돌고래과,Phocoenoides,작은곱등어속,dalli,작은곱등어,Phocoenoides dalli,작은곱등어,(True),-1886,
1.20E+11,60,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Physeteridae,말향고래과,Kogia,꼬마향고래속,breviceps,꼬마향고래,Kogia breviceps,꼬마향고래,(Blainville),-1838,
1.20E+11,61,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Physeteridae,말향고래과,Kogia,꼬마향고래속,sima,쇠향고래,Kogia sima,쇠향고래,(Owen),-1866,
1.20E+11,62,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Physeteridae,말향고래과,Physeter,말향고래속,catodon,말향고래,Physeter catodon,말향고래,Linnaeus,1758,
1.20E+11,63,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Ziphiidae,부리고래과,Berardius,큰부리고래속,bairdii,기름고래,Berardius bairdii,기름고래,Stejneger,1883,
1.20E+11,64,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Ziphiidae,부리고래과,Mesoplodon,이빨부리고래속,densirostris,혹부리고래,Mesoplodon densirostris,혹부리고래,(Blainville),-1817,
1.20E+11,65,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Ziphiidae,부리고래과,Mesoplodon,이빨부리고래속,ginkgodens,은행이빨부리고래,Mesoplodon ginkgodens,은행이빨부리고래,Nishiwaki & Kamiya,1958,
1.20E+11,66,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Ziphiidae,부리고래과,Mesoplodon,이빨부리고래속,stejnegeri,큰이빨부리고래,Mesoplodon stejnegeri,큰이빨부리고래,TRUE,1885,
1.20E+11,67,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Cetacea,고래목,Ziphiidae,부리고래과,Ziphius,민부리고래속,cavirostris,민부리고래,Ziphius cavirostris,민부리고래,G. Cuvier,1823,
1.20E+11,68,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Miniopteridae,긴날개박쥐과,Miniopterus,긴가락박쥐속,fuliginosus,긴날개박쥐,Miniopterus fuliginosus,긴날개박쥐,(Hodgson),1835,
1.20E+11,69,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Miniopteridae,긴날개박쥐과,Miniopterus,긴가락박쥐속,fuscus,작은긴날개박쥐,Miniopterus fuscus,작은긴날개박쥐,Bonhote,1902,
1.20E+11,70,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Molossidae,큰귀박쥐과,Tadarida,큰귀박쥐속,insignis,큰귀박쥐,Tadarida insignis,큰귀박쥐,(Blyth),-1862,
1.20E+11,71,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Rhinolophidae,관박쥐과,Rhinolophus,관박쥐속,ferrumequinum,관박쥐,Rhinolophus ferrumequinum,관박쥐,(Schreber),-1774,
1.20E+11,72,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Eptesicus,문둥이박쥐속,nilssonii,생박쥐,Eptesicus nilssonii,생박쥐,(Keyserling et Blasius),-1839,
1.20E+11,73,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Eptesicus,문둥이박쥐속,serotinus,문둥이박쥐,Eptesicus serotinus,문둥이박쥐,(Schreber),-1774,
1.20E+11,74,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Hypsugo,검은집박쥐속,alaschanicus,양박쥐,Hypsugo alaschanicus,양박쥐,(Bobrinskoj),-1926,
1.20E+11,75,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Murina,관코박쥐속,hilgendorfi,뿔박쥐,Murina hilgendorfi,뿔박쥐,(Peters),1880,
1.20E+11,76,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Murina,관코박쥐속,ussuriensis,작은관코박쥐,Murina ussuriensis,작은관코박쥐,Ognev,1913,
1.20E+11,77,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,bombinus,흰배윗수염박쥐,Myotis bombinus,흰배윗수염박쥐,Thomas,1906,
1.20E+11,78,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,davidii,대륙쇠큰수염박쥐,Myotis davidii,대륙쇠큰수염박쥐,(Peters),-1869,
1.20E+11,79,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,ikonnikovi,쇠윗수염박쥐,Myotis ikonnikovi,쇠윗수염박쥐,Ognev,1912,
1.20E+11,80,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,longicaudatus,긴꼬리윗수염박쥐,Myotis longicaudatus,긴꼬리윗수염박쥐,Ognev,1927,
1.20E+11,81,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,macrodactylus,큰발윗수염박쥐,Myotis macrodactylus,큰발윗수염박쥐,(Temminck),-1838,
1.20E+11,82,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,petax,우수리박쥐,Myotis petax,우수리박쥐,Hollister,1912,
1.20E+11,83,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,rufoniger,붉은박쥐,Myotis rufoniger,붉은박쥐,(Tomes),-1858,
1.20E+11,84,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Myotis,큰수염박쥐속,sibiricus,윗수염박쥐,Myotis sibiricus,윗수염박쥐,(Kastshenko),-1905,
1.20E+11,85,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Nyctalus,멧박쥐속,aviator,멧박쥐,Nyctalus aviator,멧박쥐,Thomas,1911,
1.20E+11,86,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Nyctalus,멧박쥐속,furvus,쇠멧박쥐,Nyctalus furvus,쇠멧박쥐,Imaizumi & Yoshiyuki,1968,
1.20E+11,87,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Pipistrellus,집박쥐속,abramus,집박쥐,Pipistrellus abramus,집박쥐,(Temminck),-1838,
1.20E+11,88,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Pipistrellus,집박쥐속,endoi,쇠집박쥐,Pipistrellus endoi,쇠집박쥐,Imaizumi,1959,
1.20E+11,89,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Plecotus,토끼박쥐속,ognevi,토끼박쥐,Plecotus ognevi,토끼박쥐,Kishida,1927,
1.20E+11,90,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Vespertilio,애기박쥐속,murinus,북방애기박쥐,Vespertilio murinus,북방애기박쥐,Linnaeus,1758,
1.20E+11,91,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Chiroptera,익수목,Vespertilionidae,애기박쥐과,Vespertilio,애기박쥐속,sinensis,안주애기박쥐,Vespertilio sinensis,안주애기박쥐,(Peters),-1880,
1.20E+11,92,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Erinaceomorpha,고슴도치목,Erinaceidae,고슴도치과,Erinaceus,고슴도치속,amurensis,고슴도치,Erinaceus amurensis,고슴도치,Schrenk,1858,
1.20E+11,93,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Lagomorpha,토끼목,Leporidae,토끼과,Lepus,토끼속,coreanus,멧토끼,Lepus coreanus,멧토끼,Thomas,1892,
1.20E+11,94,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Lagomorpha,토끼목,Leporidae,토끼과,Lepus,토끼속,mandshuricus,만주토끼,Lepus mandshuricus,만주토끼,Radde,1861,
1.20E+11,95,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Lagomorpha,토끼목,Ochotonidae,우는토끼과,Ochotona,우는토끼속,coreana,우는토끼,Ochotona coreana,우는토끼,Allen & Andrews,1913,
1.20E+11,96,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Craseomys,대륙밭쥐속,regulus,대륙밭쥐,Craseomys regulus,대륙밭쥐,Thomas,1907,
1.20E+11,97,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Craseomys,대륙밭쥐속,rufocanus,북방대륙밭쥐,Craseomys rufocanus,북방대륙밭쥐,(Sundevall),-1846,
1.20E+11,98,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Cricetulus,비단털등줄쥐속,barabensis,비단털등줄쥐,Cricetulus barabensis,비단털등줄쥐,(Pallas),-1773,
1.20E+11,99,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Lasiopodomys,쇠갈밭쥐속,mandarinus,쇠갈밭쥐,Lasiopodomys mandarinus,쇠갈밭쥐,(Milne-Edwards),-1871,
1.20E+11,100,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Microtus,갈밭쥐속,fortis,갈밭쥐,Microtus fortis,갈밭쥐,Büchner,1889,
1.20E+11,101,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Myodes,숲들쥐속,rutilus,숲들쥐,Myodes rutilus,숲들쥐,(Pallas),-1778,
1.20E+11,102,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Ondatra,사향쥐속,zibethicus,사향쥐,Ondatra zibethicus,사향쥐,(Linnaeus),-1766,
1.20E+11,103,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Cricetidae,비단털쥐과,Tscherskia,비단털쥐속,triton,비단털쥐,Tscherskia triton,비단털쥐,(de Winton),-1899,
1.20E+11,104,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Apodemus,등줄쥐속,agrarius,등줄쥐,Apodemus agrarius,등줄쥐,(Pallas),-1771,
1.20E+11,105,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Apodemus,등줄쥐속,chejuensis,제주등줄쥐,Apodemus chejuensis,제주등줄쥐,Johnson and Jones,1955,
1.20E+11,106,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Apodemus,등줄쥐속,peninsulae,흰넓적다리붉은쥐,Apodemus peninsulae,흰넓적다리붉은쥐,(Thomas),-1907,
1.20E+11,107,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Micromys,멧밭쥐속,minutus,멧밭쥐,Micromys minutus,멧밭쥐,(Pallas),-1771,
1.20E+11,108,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Mus,생쥐속,musculus,생쥐,Mus musculus,생쥐,Linnaeus,1758,
1.20E+11,109,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Rattus,집쥐속,norvegicus,집쥐,Rattus norvegicus,집쥐,(Berkenhout),-1769,
1.20E+11,110,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Muridae,쥐과,Rattus,집쥐속,tanezumi,애급쥐,Rattus tanezumi,애급쥐,(Temminck),1844,
1.20E+11,111,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Myocastoridae,뉴트리아과,Myocastor,물쥐속,coypus,뉴트리아,Myocastor coypus,뉴트리아,(Molina),1782,
1.20E+11,112,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Sciuridae,청설모과,Eutamias,다람쥐과,sibiricus,다람쥐,Eutamias sibiricus,다람쥐,(Laxmann),1769,
1.20E+11,113,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Sciuridae,청설모과,Pteromys,하늘다람쥐속,volans,하늘다람쥐,Pteromys volans aluco,하늘다람쥐,,,
1.20E+11,114,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Sciuridae,청설모과,Sciurus,청설모속,vulgaris,청설모,Sciurus vulgaris,청설모,Linnaeus,1758,
1.20E+11,115,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Rodentia,설치목,Sminthidae,뛰는쥐과,Sicista,뛰는쥐속,caudata,긴꼬리꼬마쥐,Sicista caudata,긴꼬리꼬마쥐,Thomas,1907,
1.20E+11,116,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Soricomorpha,첨서목,Soricidae,첨서과,Crocidura,땃쥐속,lasiura,우수리땃쥐,Crocidura lasiura,우수리땃쥐,Dobson,1890,
1.20E+11,117,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Soricomorpha,첨서목,Soricidae,첨서과,Crocidura,땃쥐속,shantungensis,작은땃쥐,Crocidura shantungensis,작은땃쥐,Miller,1901,
1.20E+11,118,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Soricomorpha,첨서목,Soricidae,첨서과,Neomys,갯첨서속,fodiens,갯첨서,Neomys fodiens,갯첨서,Pennant,1771,
1.20E+11,119,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Soricomorpha,첨서목,Soricidae,첨서과,Sorex,첨서속,caecutiens,뒤쥐,Sorex caecutiens,뒤쥐,Laxmann,1788,
1.20E+11,120,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Soricomorpha,첨서목,Soricidae,첨서과,Sorex,첨서속,daphaenodon,백두산뒤쥐,Sorex daphaenodon,백두산뒤쥐,Thomas,1907,
1.20E+11,121,포유류,Chordata,척삭동물문,Mammalia,포유동물강,Soricomorpha,첨서목,Soricidae,첨서과,Sorex,첨서속,gracillimus,쇠뒤쥐,Sorex gracillimus,쇠뒤쥐,Thomas,1907,
