KTSN,NO,관리분류군,Phylum(Name),Phylum(국명),Class(Name),Class(국명),Order(Name),Order(국명),Family(Name),Family(국명),Genus(Name),Genus(국명),Species(Name),Species(국명),학명,대표국명,명명자,명명년도,특성
1.20E+11,3969,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Blattisociidae,납작응애과,Lasioseius,화살응애속,yousefi,이리화살응애,Lasioseius yousefi,이리화살응애,Athias-Henriot,1959,
1.20E+11,3970,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Dermanyssus,,gallinae,닭진드기,Dermanyssus gallinae,닭진드기,De Geer,1778,
1.20E+11,3971,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Macronyssus,,corenus,한국박쥐진드기,Macronyssus corenus,한국박쥐진드기,Ah,1964,
1.20E+11,3972,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Macronyssus,,yesoensis,우수리박쥐진드기,Macronyssus yesoensis,우수리박쥐진드기,Uchigawa,1979,
1.20E+11,3973,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Ornithonyssus,,bacoti,집쥐응애,Ornithonyssus bacoti,집쥐응애,Hirst,1913,
1.20E+11,3974,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Ornithonyssus,,brusa,열대깃털좀진드기,Ornithonyssus brusa,열대깃털좀진드기,Bregetova,1950,
1.20E+11,3975,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Ornithonyssus,,sylviarum,북방새진드기,Ornithonyssus sylviarum,북방새진드기,(Canestrini & Fanzago),-1877,
1.20E+11,3976,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Steatonyssus,,spinosus,띠박쥐진드기,Steatonyssus spinosus,띠박쥐진드기,Wilmann,1936,
1.20E+11,3977,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dermanyssidae,새진드기과,Steatonyssus,,superans,가시박쥐진드기,Steatonyssus superans,가시박쥐진드기,Zemskaya,1951,
1.20E+11,3978,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Dinychidae,꼭지응애과,Dinychus,,kurosai,곰보길죽돈응애,Dinychus kurosai,곰보길죽돈응애,Hiramatsu,1978,
1.20E+11,3979,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Discourellidae,돈응애과,Discourella,,ishikawai,진무늬돈응애,Discourella ishikawai,진무늬돈응애,Hiramatsu,1979,
1.20E+11,3980,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Discourellidae,돈응애과,Discourella,,koreae,한국민무늬돈응애,Discourella koreae,한국민무늬돈응애,Hirschmann,1971,
1.20E+11,3981,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Discourellidae,돈응애과,Discourella,,modesta,작은접시응애,Discourella modesta,작은접시응애,Leonardi,1899,
1.20E+11,3982,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Discourellidae,돈응애과,Discourella,,morikawai,무늬돈응애,Discourella morikawai,무늬돈응애,Hiramatsu,1979,
1.20E+11,3983,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Entonyssidae,뱀허파진드기과,Entonyssus,,koreansis,유혈목이허파진드기,Entonyssus koreansis,유혈목이허파진드기,Noh & Sohn,1991,
1.20E+11,3984,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Epicriidae,동굴좀진드기과,Berlesiana,,uenoi,고씨굴좀진드기,Berlesiana uenoi,고씨굴좀진드기,Ishikawa,1968,
1.20E+11,3985,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Epicriidae,동굴좀진드기과,Epicrius,꿈응애속,nemorosus,꿈응애,Epicrius nemorosus,꿈응애,Ishikawa,1969,
1.20E+11,3986,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Epicriidae,동굴좀진드기과,Epicrius,꿈응애속,uenoi,우에노꿈응애,Epicrius uenoi,우에노꿈응애,Ishikawa,1968,
1.20E+11,3987,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Eviphididae,대창응애과,Alliphis,,necrophilus,소똥구리기생응애,Alliphis necrophilus,소똥구리기생응애,Christie,1983,
1.20E+11,3988,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Eviphididae,대창응애과,Copriphis,,hastatellus,,Copriphis hastatellus,,Berlese,1910,
1.20E+11,3989,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Eviphididae,대창응애과,Evimirus,,uropodinus,장수창응애,Evimirus uropodinus,장수창응애,Berelse,1903,
1.20E+11,3990,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Eulaelaps,,cricetuli,굵은센털들쥐좀진드기,Eulaelaps cricetuli,굵은센털들쥐좀진드기,Vitzthum,1930,
1.20E+11,3991,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Eulaelaps,,stabularis,비단털진드기,Eulaelaps stabularis,비단털진드기,Koch,1836,
1.20E+11,3992,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,ambulans,보행갈색진드기,Haemogamasus ambulans,보행갈색진드기,Thorell,1872,
1.20E+11,3993,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,dauricus,북방털보좀응애,Haemogamasus dauricus,북방털보좀응애,Bregetova,1950,
1.20E+11,3994,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,kitanoi,중국털보좀응애,Haemogamasus kitanoi,중국털보좀응애,Asanuma,1948,
1.20E+11,3995,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,liponyssoides,리포갈색진드기,Haemogamasus liponyssoides,리포갈색진드기,Ewing,1925,
1.20E+11,3996,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,mandchuricus,동북털보좀응애,Haemogamasus mandchuricus,동북털보좀응애,Vitzthum,1930,
1.20E+11,3997,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,nidiformis,연갈색진드기,Haemogamasus nidiformis,연갈색진드기,Bregetova,1956,
1.20E+11,3998,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,serdjukovae,갈색진드기,Haemogamasus serdjukovae,갈색진드기,Bregetova,1949,
1.20E+11,3999,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Haemogamasidae,털보좀진드기과,Haemogamasus,,trapezoideus,진갈색진드기,Haemogamasus trapezoideus,진갈색진드기,Teng & Pang,1964,
1.20E+11,4000,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Ixodorhynchidae,뱀비늘진드기과,Hemilaelaps,,farrieri,누룩뱀비늘밑진드기,Hemilaelaps farrieri,누룩뱀비늘밑진드기,Tibetts,1954,
1.20E+11,4001,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Ixodorhynchidae,뱀비늘진드기과,Hemilaelaps,,tanneri,유혈목이비늘밑진드기,Hemilaelaps tanneri,유혈목이비늘밑진드기,Tibetts,1954,
1.20E+11,4002,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Ixodorhynchidae,뱀비늘진드기과,Strandtibbettsia,,gordoni,잔유혈목이비늘밑진드기,Strandtibbettsia gordoni,잔유혈목이비늘밑진드기,(Tibetts),-1957,
1.20E+11,4003,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Androlaelaps,,androgynus,긴센털피좀진드기,Androlaelaps androgynus,긴센털피좀진드기,Bregetova,1952,
1.20E+11,4004,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Androlaelaps,,casalis,식품쥐응애,Androlaelaps casalis,식품쥐응애,(Berlese),-1887,
1.20E+11,4005,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Androlaelaps,,pavlovskii,참뿔다리좀진드기,Androlaelaps pavlovskii,참뿔다리좀진드기,Bregetova,1955,
1.20E+11,4006,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Androlaelaps,,razumovae,둥근배피좀진드기,Androlaelaps razumovae,둥근배피좀진드기,Bregetova,1952,
1.20E+11,4007,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Androlaelaps,,semidesertus,앞턱가슴순피좀진드기,Androlaelaps semidesertus,앞턱가슴순피좀진드기,Bregetova,1956,
1.20E+11,4008,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Cosmolaelaps,,chianensis,긴털쥐가시응애,Cosmolaelaps chianensis,긴털쥐가시응애,(Gu),-1990,
1.20E+11,4009,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Cosmolaelaps,,hortensis,,Cosmolaelaps hortensis,,(Ishikawa),-1986,
1.20E+11,4010,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Cosmolaelaps,,hrdyi,,Cosmolaelaps hrdyi,,(Samšiňák),-1961,
1.20E+11,4011,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Cosmolaelaps,,koreicus,조선넓은털좀진드기,Cosmolaelaps koreicus,조선넓은털좀진드기,Che & Seo,1997,
1.20E+11,4012,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Cosmolaelaps,,sejongi,,Cosmolaelaps sejongi,,"Keum, Jung & Joharchi",2017,
1.20E+11,4013,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Diplolaelaps,,koreicus,조선짧은가시털좀진드기,Diplolaelaps koreicus,조선짧은가시털좀진드기,Seo,1997,
1.20E+11,4014,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Gaeolaelaps,,aculeiferoides,혀짧은가는다리가시응애,Gaeolaelaps aculeiferoides,혀짧은가는다리가시응애,(Teng),-1982,
1.20E+11,4015,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Gaeolaelaps,,queenslandicus,등뾰족가는다리가시응애,Gaeolaelaps queenslandicus,등뾰족가는다리가시응애,(Womersley),-1956,
1.20E+11,4016,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Gaeolaelaps,,similisetae,그물가는다리가시응애,Gaeolaelaps similisetae,그물가는다리가시응애,(Karg),-1965,
1.20E+11,4017,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Gaeolaelaps,,zhoumanshuae,등길쭉가는다리가시응애,Gaeolaelaps zhoumanshuae,등길쭉가는다리가시응애,(Ma),-1997,
1.20E+11,4018,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Gymnolaelaps,,laevis,,Gymnolaelaps laevis,,(Michael),-1891,
1.20E+11,4019,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Haemolaelaps,피가시진드기속,glasgowi,피가시진드기,Haemolaelaps glasgowi,피가시진드기,Ewing,1926,
1.20E+11,4020,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,apodemi,굵은다리진드기,Hirstionyssus apodemi,굵은다리진드기,Zuevsky,1970,
1.20E+11,4021,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,blanchardi,가위집게두뿔좀진드기,Hirstionyssus blanchardi,가위집게두뿔좀진드기,(Trouessart),-1904,
1.20E+11,4022,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,carnifex,가시다리진드기,Hirstionyssus carnifex,가시다리진드기,Koch,1829,
1.20E+11,4023,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,criceti,큰가위집게다섯뿔좀진드기,Hirstionyssus criceti,큰가위집게다섯뿔좀진드기,(Sulzer),-1774,
1.20E+11,4024,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,eusorisis,청서가위집게좀진드기,Hirstionyssus eusorisis,청서가위집게좀진드기,Bregetova,,
1.20E+11,4025,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,eversmani,작은가위집게좀진드기,Hirstionyssus eversmani,작은가위집게좀진드기,Zemskaja,1955,
1.20E+11,4026,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,isabellinus,이사벨진드기,Hirstionyssus isabellinus,이사벨진드기,Oudemans,1913,
1.20E+11,4027,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,musculi,가위집게다섯뿔좀진드기,Hirstionyssus musculi,가위집게다섯뿔좀진드기,(Johnson),-1849,
1.20E+11,4028,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hirstionyssus,,musculoides,조선가위집게좀진드기,Hirstionyssus musculoides,조선가위집게좀진드기,Che & Seo,,
1.20E+11,4029,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Holostaspis,,mooni,,Holostaspis mooni,,"Keum, Jung & Joharchi",2017,
1.20E+11,4030,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hyperlaelaps,,arvalis,갈밭쥐좀진드기,Hyperlaelaps arvalis,갈밭쥐좀진드기,Zachvatkin,1948,
1.20E+11,4031,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,aculeifer,가는뿔다리좀진드기,Hypoaspis aculeifer,가는뿔다리좀진드기,Canestrini,1884,
1.20E+11,4032,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,heselhausi,큰순판가는다리좀진드기,Hypoaspis heselhausi,큰순판가는다리좀진드기,Oudemans,1912,
1.20E+11,4033,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,heselhausoides,가는다리좀진드기,Hypoaspis heselhausoides,가는다리좀진드기,Seo,1966,
1.20E+11,4034,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,kargi,카르그가시응애,Hypoaspis kargi,카르그가시응애,Costa,1968,
1.20E+11,4035,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,kimunwani,가는다리애기좀진드기,Hypoaspis kimunwani,가는다리애기좀진드기,Che & Seo,1966,
1.20E+11,4036,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,longicaudus,,Hypoaspis longicaudus,,"Keum, Jung & Joharchi",2017,
1.20E+11,4037,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,murinus,꼬불털가는다리좀진드기,Hypoaspis murinus,꼬불털가는다리좀진드기,Strandtmann & Menzies,1948,
1.20E+11,4038,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Hypoaspis,가시응애속,presternalis,앞가슴가시응애,Hypoaspis presternalis,앞가슴가시응애,Willmann,1949,
1.20E+11,4039,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Ichoronyssus,,flavus,가위집게박쥐좀응애,Ichoronyssus flavus,가위집게박쥐좀응애,(Kolenati),-1859,
1.20E+11,4040,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Ichoronyssus,,koreicus,조선가위집게박쥐좀응애,Ichoronyssus koreicus,조선가위집게박쥐좀응애,Seo,1966,
1.20E+11,4041,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,agilis,례성강등줄쥐좀진드기,Laelaps agilis,례성강등줄쥐좀진드기,Koch,1836,
1.20E+11,4042,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,clethrionomydis,들쥐가시좀진드기,Laelaps clethrionomydis,들쥐가시좀진드기,Lange,1955,
1.20E+11,4043,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,echidninus,쥐가시진드기,Laelaps echidninus,쥐가시진드기,Berlese,1887,
1.20E+11,4044,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,jettmari,굵은가시진드기,Laelaps jettmari,굵은가시진드기,Vitzthum,1930,
1.20E+11,4045,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,micromydis,멧쥐좀진드기,Laelaps micromydis,멧쥐좀진드기,Zachvatkin,1948,
1.20E+11,4046,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,nuttalli,공주가시진드기,Laelaps nuttalli,공주가시진드기,Hirst,1915,
1.20E+11,4047,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaps,,pavlovskyi,등줄쥐좀진드기,Laelaps pavlovskyi,등줄쥐좀진드기,Zachvatkin,1948,
1.20E+11,4048,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Laelaspis,,mandibularis,큰이빨쥐응애,Laelaspis mandibularis,큰이빨쥐응애,(Ewing),-1909,
1.20E+11,4049,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Mellitiphis,,alvearius,둥근가시응애,Mellitiphis alvearius,둥근가시응애,Berlese,1896,
1.20E+11,4050,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Myrmozercon,개미집응애속,andongensis,안동개미집응애,Myrmozercon andongensis,안동개미집응애,"Joharchi, Jung & Keum",2018,
1.20E+11,4051,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Ololaelaps,,wangi,,Ololaelaps wangi,,"Bai, Gu & Wang",1996,
1.20E+11,4052,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Oryctolaelaps,,bibikovae,비비코바진드기,Oryctolaelaps bibikovae,비비코바진드기,Lange,1955,
1.20E+11,4053,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Pseudoparasitus,,placentulus,궁넓은기생응애,Pseudoparasitus placentulus,궁넓은기생응애,(Berlese),-1887,
1.20E+11,4054,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Laelapidae,가시진드기과,Tropilaelaps,꿀벌가시응애속,mercedesae,중국가시응애,Tropilaelaps mercedesae,중국가시응애,Anderson & Morgan,2007,
1.20E+11,4055,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Holostaspella,무늬파리응애속,ornata,무늬파리응애,Holostaspella ornata,무늬파리응애,(Berlese),-1904,
1.20E+11,4056,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Holostaspella,무늬파리응애속,scatophila,작은물가파리응애,Holostaspella scatophila,작은물가파리응애,Takaku,1994,
1.20E+11,4057,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,aviaton,박쥐큰집게좀진드기,Macrocheles aviaton,박쥐큰집게좀진드기,Seo,1966,
1.20E+11,4058,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,decoloratus,두엄큰집게좀진드기,Macrocheles decoloratus,두엄큰집게좀진드기,Koch,1839,
1.20E+11,4059,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,glaber,큰집게좀진드기,Macrocheles glaber,큰집게좀진드기,Mueller,1860,
1.20E+11,4060,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,insignitus,작은파리응애,Macrocheles insignitus,작은파리응애,Berlese,1918,
1.20E+11,4061,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,japonicus,일본파리응애,Macrocheles japonicus,일본파리응애,Evans & Hyatt,1963,
1.20E+11,4062,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,muscaedomesticae,파리큰집게좀진드기,Macrocheles muscaedomesticae,파리큰집게좀진드기,Scopoli,1772,
1.20E+11,4063,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macrochelidae,파리응애과,Macrocheles,파리응애속,nataliae,쥐큰집게좀응애,Macrocheles nataliae,쥐큰집게좀응애,Bregetova & Koroleva,1960,
1.20E+11,4064,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macronyssidae,가위집게진드기과,Ophionyssus,,natricis,뱀좀응애,Ophionyssus natricis,뱀좀응애,(Gervais),-1844,
1.20E+11,4065,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Macronyssidae,가위집게진드기과,Ophionyssus,,saurarum,도마뱀좀응애,Ophionyssus saurarum,도마뱀좀응애,(Oudemans),-1901,
1.20E+11,4066,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Nenteriidae,털귀둥근응애과,Nenteria,털귀둥근응애속,japonensis,거치털귀둥근응애,Nenteria japonensis,거치털귀둥근응애,Hiramatsu,1979,
1.20E+11,4067,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Nenteriidae,털귀둥근응애과,Nenteria,털귀둥근응애속,koreana,작은털귀둥근응애,Nenteria koreana,작은털귀둥근응애,"Kontschán, Park, Yoon & Choi",2012,
1.20E+11,4068,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Ologamasidae,두판호리응애과,Gamasiphis,,novipulchellus,뾰족평양호리응애,Gamasiphis novipulchellus,뾰족평양호리응애,Ma & Yin,1998,
1.20E+11,4069,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Ologamasidae,두판호리응애과,Gamasiphis,,pulchellus,평양호리응애,Gamasiphis pulchellus,평양호리응애,(Berlese),-1887,
1.20E+11,4070,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Oplitidae,개미접시응애과,Oplitis,납작둥근응애속,conspicua,뾰족털납작둥근응애,Oplitis conspicua,뾰족털납작둥근응애,Berlese,1903,
1.20E+11,4071,무척추동물류(곤충류 제외),Arthropoda,절지동물문,Arachnida,거미강,Mesostigmata,중기문목,Oplitidae,개미접시응애과,Polyaspinus,,schweitzeri,털납작돈응애,Polyaspinus schweitzeri,털납작돈응애,Hutu,1976,
